Id,CaptionText,Category
690,Giraffe #southafrica #aquilaprivategamereserve #aquilaprivategame #amazingcapetown #dreamscomestrue #emotions #giraffe #bigfive #ilovesouthafrica #interestingplace #journey #myjourney #southafricaza #southafrica2013 #travelling #thebigfive #thisissouthafrica #trip #travel #travel2013,AFRICA
692,Rhino #southafrica #southafricaza #southafrica2013 #savetherhinos #animals #aquilaprivategamereserve #amazingcapetown #aquilaprivategame #beautifulplace #bigfive #dreamscomestrue #emotions #ilovesouthafrica #interestingplace #journey #myjourney #rhino #rhinoceros #travelling #travel2013 #thebigfive #trip #thisissouthafrica,AFRICA
693,Rhinos #southafrica #aquilaprivategamereserve #aquilaprivategame #animals #amazingcapetown #beautifulplace #bigfive #dreamscomestrue #emotions #ilovesouthafrica #interestingplace #journey #myjourney #rhino #rhinoceros #southafricaza #southafrica2013 #savetherhinos #trip #travelling #travel #travel2013 #thebigfive #thisissouthafrica,AFRICA
694,Rhino #southafrica #aquilaprivategamereserve #aquilaprivategame #animals #amazingcapetown #beautifulplace #bigfive #dreamscomestrue #emotions #interestingplace #ilovesouthafrica #journey #myjourney #rhino #rhinoceros #savetherhinos #southafricaza #southafrica2013 #thisissouthafrica #trip #travelling #travel2013 #travel #thebigfive,AFRICA
695,Gnu #southafrica #aquilaprivategamereserve #aquilaprivategame #animals #beautifulplace #amazingcapetown #dreamscomestrue #emotions #gnu #ilovesouthafrica #interestingplace #journey #myjourney #southafricaza #southafrica2013 #travelling #trip #travel2013 #travel #thisissouthafrica,AFRICA
696,Gazelle #southafrica #southafrica2013 #southafricaza #aquilaprivategame #animals #aquilaprivategamereserve #beautifulplace #dreamscomestrue #emotions #gazelle #ilovesouthafrica #interestingplace #journey #myjourney #travelling #trip #travel #travel2013 #thisissouthafrica,AFRICA
697,Elephant #southafrica #aquilaprivategame #aquilaprivategamereserve #amazingcapetown #beautifulplace #bigfive #capetown #dreamscomestrue #elephant #emotions #ilovesouthafrica #interestingplace #journey #myjourney #southafricaza #southafrica2013 #savetheelephants #thebigfive #thisissouthafrica #travelling #trip #travel #travel2013,AFRICA
698,Elephant #southafrica #ilovesouthafrica #interestingplace #aquilaprivategame #aquilaprivategamereserve #beautifulplace #bigfive #amazingcapetown #capetown #dreamscomestrue #emotions #elephant #savetheelephants #journey #myjourney #southafricaza #southafrica2013 #trip #travelling #travel2013,AFRICA
699,Elephant #southafrica #aquilaprivategame #aquilaprivategamereserve #beautifulplace  #bigfive #amazingcapetown #dreamscomestrue #elephant #myjourney #emotions #journey #ilovesouthafrica #interestingplace #southafricaza #southafrica2013 #travelling #trip #travel #travel2013,AFRICA
700,Aquila Private Game Reserve  South Africa,AFRICA
701,Aquila Private Game Reserve  South Africa #amazingcapetown #beautifulplace #capetown #aquilaprivategamereserve #emotions #dreamscomestrue #ilovesouthafrica #animals #journey #myjourney #southafrica #southafrica2013 #southafricaza #thebigfive #elephant #giraffe #gnu #rhino #rhinoceros #leopard #lion #travelling #trip #travel2013,AFRICA
702,My beautiful house in South Africa #amazingcapetown #thisissouthafrica #southafricaza #beautifulplace #bestguesthouse #capetown #dreamscomestrue #emotions #ilovesouthafrica #journey #myjourney #southafricadiving #southafrica #southafrica2012 #southafrica2013 #simonstown #sharkexplorers #travel #travelling #trip #travel2012 #travel2013,AFRICA
705,The obelisk of buenos aires! #obelisk #buenosaires #argentina #seeargetina #exploresouthamerica #explore #travel #travelbug #travelpic #travel2013 #travelblog #travelgram #travellove #travelonly #travelporn #travelabroad #traveladdict #traveltheworld #seetheworld #wander #wanderlust,AMERICA
706,Cape of Storms  South Africa #beautifulplace #ilovesouthafrica #interestingplace #capeofstorms #capepoint #capetown #dreamscomestrue #lighthouses #lovelighthouses #lighthousesoftheworld #journey #myjourney #southafrica #southafrica2012 #southafrica2013 #simonstown #sharkexplorers #trip #travel #travelling #travel2012 #travel2013,AFRICA
707,Penguins at Boulders Beach  Simonstown/SA #beach #bouldersbeach #capetown #capepoint #dreamscomestrue #emotions #falsebay #interesting #ilovesouthafrica #journey #myjourney #penguin #penguinofbouldersbeach #southafrica #southafrica2012 #southafrica2013 #simonstown #trip #travel #travelling #travel2012 #sharkexplorers #travel2013,AFRICA
708,Cape Point  South Africa #beautifulplace #capetown #capepoint #dreamscomestrue #dive #boat #emotions #interestingplace #ilovesouthafrica #journey #lighthouses #lovelighthouses #lighthousesoftheworld #myjourney #capeofstorms #southafrica #southafrica2012 #southafrica2013 #simonstown #southafricadiving #sharkexplorers #trip #travel #travelling #travel2012 #travel2013,AFRICA
709,Dolphins in False Bay #southafrica #southafrica2013 #capetown #dreamscomestrue #emotions #falsebay #ilovesouthafrica #interestingplace #journey #myjourney #dolphins #simonstown #sealisland #sharkexplorers #trip #travel #travelling #travel2013,AFRICA
716,Shark Explorers Dive Centre  Simonstown/SA #whiteshark #whitesharkcagediving #southafrica #sharkdiving #southafrica2012 #southafrica2013 #simonstown #stopthecull #savesharks #sealisland #stopsharkfinning #southafricadiving #sharks #sharkexplorers #trip #travelling #travel #travel2012 #travel2013 #underwater #underwaterphotography #underwaterpicture #myjourney #ilovesouthafrica #interestingplace #ilovesharks,AFRICA
717,Delicious Breakfast #bestbreakfast #breakfast #bestguesthouse #delicious #guesthouse #ilovesouthafrica #journey #myjourney #marinerguesthouse #simonstown #southafrica #southafrica2013 #trip #travel #travelling #travel2013,AFRICA
718,Stairways to Mariner Guesthouse  SA #simonstown #southafrica #southafrica2013 #bestguesthouse #guesthouse #ilovesouthafrica #interestingplace #journey #myjourney #marinerguesthouse #stairways #stairs #trip #travel #travelling #travel2013,AFRICA
719,Mariner Guesthouse  Simons Town  SA #simonstown #southafrica #southafrica2013 #guesthouse #beautifulplace #building #dreamscomestrue #emotions #falsebay #interestingplace #ilovesouthafrica #journey #myjourney #trip #travel #travel2013 #travelling #marinerguesthouse #bestbreakfast #bestguesthouse,AFRICA
720,#machupicchu #machupicchu2013 #peru #inca #incancivilisation #sevenwonder #ancientwonder #wonderoftheworld #travel #travelbug #travelpic #travel2013 #travelgram #travellove #travelonly #travelporn #traveladdict #seeperu #seetheworld #wander #wanderlust,AMERICA
721,#newyork #nakedcowboy #timessquare #travel2013,AMERICA
722,False Bay  South Africa #beautifulplace #dreamscomestrue #emotions #falsebay #nightoffalsebay #interestingplace #ilovesouthafrica #journey #myjourney #night #nightlights #southafrica #ship #southafrica2013 #trip #travel #travelling #travel2013 #yachtclub #nightview,AFRICA
723,Save Our Seas Shark Centre  my first pic in South Africa #saveourseas #saveourseassharkcentre #kalkbay #southafrica #southafrica2013 #beautifulplace #diveinafrica #dreamscomestrue #emotions #falsebay #greatwhite #Ilovesharks #ilovesharks #journey #love #myjourney #savesharks #sharkdiving #sharks #stopthecull #sharkexplorers #trip #travel #travelling #travel2013,AFRICA
724,Cape Town  South Africa #beautifulplace #capetown #dreamscomestrue #diveinafrica #emotions #iloveafrica #journey #love #myjourney #southafrica #southafrica2013 #flight #flying #travelling #travel2013 #trip #travel,AFRICA
725,Before the flight to Africa #trip #travel #travelling #travel2013 #southafrica #southafrica2013 #aeroportodeguarulhos #myjourney #mydream #myfamily #love #loved #mylove #mychildren #journey #nicepeople #people #brazil #beautifulpeople #dreamscomestrue #emotions #interestingpeople,AMERICA
726,Ahhh the Kenyan kids were so precious in their school uniforms!!! #bomet #bometcounty #kenya #africa #thisisafrica #habitatforhumanitykenya #hfhkenya #globalvillage #volunteer #volunteerabroad #travel #travelbug #travel2013 #travelgram #travellove #travelonly #traveladdict #wander #wanderlust,AFRICA
734,Another one from my long journey from buenos aires to Lima! #andes #mountains #peru #chile #argentina #travel #bus #travelbybus #nature #nature #naturegram #natureonly #southamerica #exploresouthamerica #amazing #beautiful #travelbug #travelpic #travel2013 #travelblog #wander #wanderlust,AMERICA
739,New blog post up! Its been a while  I know! Its called Dangers Encountered by a Solo Traveler  Cabs in Foreign Countries. It details the negative experience I had in buenos aires and how that experience couldve been avoided. #buenosaires #caminito #colorful #colors #travelblog #blog #travelsite #traveladvice #traveltips #travel #travelbug #travelpic #travel2013 #travelgram #wander #wanderlust #traveltheworld #aroundtheworld #seetheworld #seeargentina #argentina,AMERICA
740,I wanna go back to Kenya so bad :( #kenya #africa #thisisafrica #habitatforhumanity #habitatforhumanitykenya #childrenofkenya #travel #travelbug #travelpic #travel2013 #travelgram #travellove #travelonly #travelporn #travelabroad #traveladdict #traveltheworld #wander #wanderlust #volunteerabroad,AFRICA
741,#buenosAires #Jardimjapones #travel2013 #amoviajar #travel #argentina #viajem #love **,AMERICA
743,One of the pretty birds we saw in Kenya! Its also the national bird of Kenya! #lilacbreastedroller #bird #colorful #pretty #bright #masaimara #maasaimara #masaaimara #nationalbird #nationalbirdofkenya #kenya #africa #thisisafrica #wildlife #naturegram #natureonly #natureporn #travel2013 #safari #gamereserve,AFRICA
749,Because wild elephants are amazing. #masaimara #masaaimara #maasaimara #kenya #gamereserve #safari #wildlife #wildanimals #elephants #elephant #babyelephant #wild #nature #naturegram #natureonly #natureporn #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #traveladdict #travelafrica #traveltheworld #thisisafrica #wander #wanderlust,AFRICA
752,#machupicchu #machupicchu2013 #peru #inca #incan #incancivilisation #ancient #ancienthistory #ancientcities #amazing #travel #travelbug #travel2013 #travelgram #travelonly #travelperu #travelporn #traveladdict #traveltheworld #aroundtheworld #seetheworld #wander #wanderlust,AMERICA
754,Once you catch the safari bug theres no cure.  I see another one in the near future! Heres a cheetah we saw in Masaai Mara January 2013. #cheetah #wildlife #wildanimals #keepanimalsfree #masaimara #maasaimara #masaaimara #gamereserve #kenya #africa #thisisafrica #travelafrica #safari #amazing #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #aroundtheworld #wander #wanderlust #nature #naturegram #natureonly #natureporn #animal,AFRICA
757,Another from Machu Picchu! #machupicchu #machupicchu2013 #inca #incan #incancivilisation #ancient #ancienthistory #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #travelperu #peru #wander #wanderlust,AMERICA
758,If you fall in love with as many places as possible youll always be rich (in memories). Happy Valentines Day everyone! Heres one of the mountains surrounding Machu Picchu! #machupicchu #moutains #mountainsofmachupicchu #inca #incan #incancivilisation #ancienthistory #ancient #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #aroundtheworld #peru #exploreperu #placesaroundtheworld #wander #wanderlust #backpacker,AMERICA
759,So many beautiful butterflies at Iguazu Falls! #butterfly #butterflies #nature #naturegram #natureonly #natureporn #iguazu #iguazufalls #wildlife #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #travelgram #traveladdict #traveltheworld #aroundtheworld #argentina #seeargentina #wander #wanderlust,AMERICA
772,One of the many falls at Iguazu Falls! #iguazufalls #fozdeiguazu #iguazu #cataratas #new7wonder #argentina #seeargentina #exploreargentina #waterfalls #nature #naturegram #natureonly #natureporn #travel2013 #travelbug #wander #wanderlust #traveltheworld #seetheworld #somanybeautiful places,AMERICA
774,Once you go on a safari zoos will never be the same. Animals deserve to be free and its such a beautiful thing to watch them in their natural habitats  #giraffe #giraffes #babygiraffe #maasaimara #masaimara #masaaimara #gamereserve #safari #kenya #africa #thisisafrica #wildlife #wildanimals #free #freedom #keepanimalsfree #nature #naturegram #natureonly #natureporn #amazing #beautiful #travelbug #travel2013 #traveltheworld #seeafrica #exploreafrica #wander #wanderlust,AFRICA
778,Beautiful Cuzco. #cuzco #cusco #peru #seeperu #exploreperu #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #aroundtheworld #southamerica #wander #wanderlust,AMERICA
779,Took this one as we were passing through the Andes via bus from Buenos Aires to Lima! 72 hours on a bus  the sad thing is I would do it all over again. I met some amazing people on that bus. None spoke english but with my basic Spanish I was able to connect with them and consider them family for those three days spent together! #andes #mountains #argentina #chile #peru #bustrip #busride #ormeno #southamerica #travelbug #wander #wanderlust #windyroad #travel2013 #amazing #beautiful,AMERICA
780,A Masaai warrior we saw during our safari! #maasaipeople #maasaitribe #maasai #masaai #masaimara #maasaimara #gamereserve #kenya #africa #thisisafrica #safari #travel #traveladdict #travelafrica #trevelgram #travelonly #travelporn #travel2013 #travelbug #wander #wanderlust,AFRICA
785,Added some new articles on the Inspiration page of my website! If youre a young traveler in particular give them a read! This one is another from the safari I was on in Kenya! #masaaimara #masaimara #maasaimara #gamereserve #kenya #lion #grasslands #safari #beautiful #lion #wildlife #wildanimal #animalsdontbelongincages #keepanimalsfree #travel #travelbug #travel2013 #travelgram #travelonly #travelporn #travellover #traveladdict #travelafrica #wander #wanderlust #africa #thisisafrica,AFRICA
786,In case the pics havent been enough heres a video I took from Garganta Del Diablo of Iguazu Falls!!! #iguazufalls #iguazu #puertoiguazu #fozdeiguazu #cataratas #waterfall #waterfalls #gargantadeldiablo #travelvideo #travel2013 #argentina #seeargentina #exploreargentina #travelbug #wanderlust #wander #traveladdict,AMERICA
790,The colorful streets of La Boca! #caminito #buenosaires #argentina #argentine #colorful #brightcolors #travel #traveler #travelbug #travelfun #travel2013 #travelgirl #travelgram #travellife #travelonly #travelporn #traveladdict #travelthursday #wander #wanderlust #aroundtheworld #exploreargentina,AMERICA
792,#surreal #machupicchu #machupicchu2013 #pictureperfect #travel2013 #travel #travelbug #traveladdict #travelporn #inca #incan #incancivilisation #incanruins #ancienthistory #wanderlust #wander #mountain #nature #peru #seeperu #amazing #history #sevenwonder,AMERICA
799,Took lots of pics at Machu Picchu so these will be coming for a while! #machupicchu #peru #seeperu #travelporn #southamerica #wander #wanderlust #backpacker #backpacking #sungate #intipunku #inca #incan #incanruins #incancivilisation #lostcity #lostcityoftheincas #ancienthistory #ilovetotravel #traveltuesday #travel #traveler #travelbug #travel2013 #travelgram #travellife #travelonly #travelporn #traveladdict,AMERICA
800,Today I turn 22. And honestly if someone were to have told me everything I wouldve done by the time I turned 22 I wouldnt have believed them. Im so blessed for the places Ive been the people Ive met and the memories Ive made. Thank you everyone for following my pictures and enjoying pieces of my travel and memories that Ill hold forever! P.s.  just booked a flight to the Grand Canyon for springbreak as a birthday present :) #adventureawaits #machupicchu #machupicchu2013 #ilovedthisplace #peru #seeperu #explore #explorer #travelperu #travel #traveler #travelbug #travelfun #travel2013 #travelgirl #travelgram #travellife #travelonly #travelporn #traveladdict #traveltheworld #aroundtheworld #wander #wanderlust,AMERICA
801,Still cant get over how amazing this place was.. #machupicchu2013 #machupicchu #peru #incan #inca #incanruins #incancivilisation #seeperu #travelperu #lostcity #lostcityoftheincas #amazing #amazingtrip #astonished #breathtaking #travel #traveler #travelbug #travel2013 #traveltheworld #traveladdict #travelporn #travelonly #travellife #travelgram #wander #wanderlust,AMERICA
803,This was from the viewpoint in Kenya of the Great Rift Valley! This pic doesnt even begin to do it justice! #greatriftvalley #riftvalley #kenya #africa #amazing #breathtaking #amazingview #nature #naturegram #natureonly #natureporn #travel #traveler #travelbug #travelfun #travellife #travel2013 #travelgirl #travelgram #travelonly #travelquote #traveladdict #travelafrica #traveltheworld #aroundtheworld #wander #wanderlust,AFRICA
808,African sunset. #sunset #africa #africansun #amazing #beautiful #travel #traveler #travelbug #travelfun #travelife #travel2013 #travelgram #travelonly #travelporn #traveladdict #travelafrica #wander #wanderlust #nature #naturegram #natureonly #natureporn,AFRICA
810,Another one from where I volunteered in Kenya! #bomet #kenya #habitatforhumanitykenya #volunteerabroad #africa #thisisafrica #colorful #different #travel #traveler #travelbug #travelfun #travelife #travel2013 #travelgram #travelonly #travelporn #traveladdict #travelafrica #wander #wanderlust,AFRICA
811,Hippos are scary enough when theyre not charging your boat. This was from Lake Naivasha in Kenya! It was beautiful! #lake #lakenaivasha #hippos #charginghippos #kenya #africa #wildlife #wildanimals #africananimals #scary #onaboat #travel #traveler #travelbug #travelfun #travelife #travel2013 #travelgram #travelonly #travelporn #traveladdict #travelafrica #wander #wanderlust,AFRICA
815,Missing this so badly right now. The semester just started two days ago but studying for my actuarial exam has taken over my life. Happy memories from my recent travels and music are the only things keeping me going.  #puertomadryn #whalewatching #dolphinwatching #peninsulavaldes #argentinacoast #argentina #seeargentina #exploreargentina #southamerica #gulf #travel2013  #travel #traveler #travelbug #travelfun #travelife #travelgram #travelonly #travelporn #traveladdict #traveltheworld #nature #naturegram #natureonly #natureporn,AMERICA
821,#iguazu #iguazufalls #cataratas #waterfalls #argentina #seeargentina #travelargentina #beautiful #amazing #nature #naturegram #natureonly #natureporn #travel #traveler #travelbug #travelfun #travelife #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #wanderlust,AMERICA
824,Made the mistake of hiking to the Incan Sun Gate first thing  it was quite a haul but what a view! #machupicchu #sungate #inca #incacivilisation #ancient #ancienthistory #ancientcivilisation #mountains #clouds #peru #seeperu #travelperu #amazing #travel #traveler #travelbug #travelfun #travelife #travel2013 #travelgram #travelonly #travelporn #traveladdict #traveltheworld #wanderlust #nature #naturegram #natureonly #natureporn,AMERICA
825,Another from Iguazu! #iguazufalls #iguazu #argentina #seeargentina #cataratas #new7wonder #7wonder #naturalbeauty #nature #natureporn #naturegram #waterfalls #travelargentina #southamerica #travel #traveler #travelbug #wanderlust #aroundtheworld #traveltheworld #travelgram #travel2013 #ilivefortravel,AMERICA
834,Pied Kingfisher  Lake Nakuru Kenya,AFRICA
843,Morani in the Mara  Kenya,AFRICA
844,Throwback to my safari last January! One day Ill go back to Kenya. It was definitely one of my favorite places ever. #masaimara #maasaimara #masaaimara #gamereserve #beautiful #amazing #safari #kenya #mountains #clouds #hills #plains #grasslands #travel #travelbug #travel2013 #travelgram #wanderlust #aroundtheworld #travelporn #traveltheworld #travelinspiration #africa #thisisafrica,AFRICA
847,#watertower #Chicago #familygoodtimes #familylove #travel2013,AMERICA
850,Leopard at rest in the mara  Kenya,AFRICA
852,Heres a good one from Buenos Aires that I never uploaded! The pink house  casa rosada! We took a tour of the inside too! #pinkhouse #casarosada #buenosaires #argentina #seeargentina #southamerica #citylife #government  #governmentbuilding #neoclassical #beautiful #pink #executivemansion #CasadeGobierno #architecture  #travel #traveler #travelbug #travel2013 #travelgram #traveltheworld #wanderlust #explore #explorenewcities #exploretheworld,AMERICA
855,I hope to one day go back and see Iguazu Falls from Brasil! Different perspectives are good! Took this pic looking out from the Devils Throat viewing platform on the Argentina side! #iguazufalls #iguazu #seeargentina #argentina #beautiful  #traveltuesday #new7wonder #naturalwonder #nature #naturegram #natureporn #devilsthroat #gargantadeldiablo #travel #travelbug #travel2013 #travelgram #traveltheworld #somuchbeauty,AMERICA
868,Thinking of warmer places Ive been to as I look out the window and watch the snowflakes coming down. #puntaninfas #argentina #argeninacoast #patagonia #beach #stones #sobeautiful #sowarm #travel #travelbug #travel2013 #wanderlust #nature #naturegram #natureporn #ocean  #amazingtrip #southamericaisawesome #ineedtoplanmynextadventure,AMERICA
869,The freedom and simple beauty is just too good to pass up. Alexander Supertramp  #pacayasimiria #travel2013 #peru2013 #luciernaga #firefly #beauty #nature #simplebeauty #freedom #libertad,AMERICA
897,When I close my eyes I can still remember standing in the middle of Machu Picchu engulfed in a huge cloud  #machupicchu #ancient #ancienthistory #inca #incanhistory #peru #seeperu #stone #civilisation #ancientcivilisation #mysterious #clouds #upintheclouds #traveltuesday #travel #travelbug #travel2013 #travelgram #travelsolo #travelalone #travelbyyourself,AMERICA
907,Sin City.  #travel2013 #lasvegas,AMERICA
908,The Venetian.  #travel2013 #lasvegas,AMERICA
910,Heres another good pic I took at Machu Picchu! I cant wait to go back one day and hike the Inca Trail! #machupicchu #peru #inca #incaruins #ruins #ancienthistory #history #ancient #stone #stonewalls #travel #travel2013 #travelbug #wanderlust #travelgram,AMERICA
929,Snowy #trees in the #mountains. #travelbc #roadtrip #travelalberta #travel2013 #greatnature  #treehugger #nofilter #rockies,AMERICA
930,Cleaning out my phone and found this gem from the safari I went on last January after my #habitatforhumanitykenya trip! I would love to go back  kenya should be on everyones travel list! #massaimara #masaimara #masaaimara #kenya #africa #safari #gamereserve #lions #lion #lionpride #pride #nature #naturegram #natureporn #wildlife #wild #wildlions #wildanimals #travel #traveler #travelbug #traveling #travel2013 #wanderlust #adventure,AFRICA
931,#iguazufalls #iguazu #waterfalls #new7wonder #7wonder #argentina #seeargentina #travel #travel2013 #traveler #travelbug #wanderlust #wayfaring #cantfightthetravel #nature #naturegram #natureporn #waterfalls #waterfall #natural #pretty #amazing,AMERICA
936,Orcas looking for food!! Finally thought Id post the video clip I took! #puertomadryn #peninsulavaldes #argentina #orca #ocean #orcas #killerwhale #killerwhales #whale #whalewatching #whales #dangerous #hunting #wildlife #seals #coast #argentinacoast #soclose #travel #traveler #travel2013 #whalesbeaching,AMERICA
937,#recuerdosbuenosaires#argentina#friends#drinks#goodmoments#specialmoments#trip#travel2013 @luisrchaconm @emyyyrosee,AMERICA
968,Why didnt I stay.. Kicking myself for not staying in South America. #puntaninfas #puertomadryn #argentina #argentinacoast #coast #coastal #ocean #landscape #scenery #beautiful #relaxing #nature #naturegram #natureporn #travel #travel2013 #traveler #travellife,AMERICA
1001,A beautiful drive #winterwonderland #travelbc  #travel2013  #greatnature #mountains #transcanada,AMERICA
1012,Times Square!  #newyork #tsqselfie #concretejungle #bucketlist #travel2013,AMERICA
1017,Heres to another epic year. Hope the new year brings you more adventures and great memories. #iguazu #iguazufalls #waterfall #fall #devilsthroat #gargantadeldiablo #huge #beautiful #epic #argentina #new7wonder #nature #natureporn #naturegram #travel #travel2013 #travelargentina,AMERICA
1044,YEAH!!! Party finish! #blueman #montecarlo #percussions #coolness #extremelightdancing #hotness #vegasstrip  #lasvegas2013  #ustrip2013  #christmasvacation  #holiday  #travel2013,AMERICA
1058,#oyster #california1 #californiacoast #morrobay #roadtrip2013 #travel2013 #travelblogger #travelyear2013 #myyearintravel,AMERICA
1059,#california1 #californiacoast #roadtrip #roadtrip2013 #myyearintravel #travel2013 #travelblog #travelyear  #travelblogger #travelyear2013,AMERICA
1060,#monterey #california1 #californiacoast #travel2013 #travelblogger #travelyear2013 #roadtrip #roadtrip2013 #myyearintravel,AMERICA
1062,#californiacoast #roadtrip2013 #myyearintravel #travel2013 #travelblogger #travelyear2013 #nature,AMERICA
1063,#californiacoast #roadtrip2013 #roadtrip #myyearintravel #myyearinsnapshots #travel2013 #travelblogger #travelyear2013,AMERICA
1075,#valleyoffire #hiking #lasvegas2013  #ustrip2013  #travel2013  #vacation,AMERICA
1091,Brindo por las veces que perdimos las mismas batallas tengo tu sonrsa en un rincn de mi salvapantallas... #amazonia #rainforest #amazonrainforest #selvadelespejo #nuves #cielo #cu #nuvem #skyporn #sky #sailing #canoa #ig_peru #Loreto2013 #peru2013 #travel2013 #livingthedream13 #pacayasimiria #reservaamazonica,AMERICA
1134,View from The Signature Room at the 95th. The fine dining restaurant Chicago looks up to!  #JohnHancock #travel2013 #winter2013 #Holidays2013 #Chicago #USA #familygoodtimes,AMERICA
1141,Christmas Eve with the Peralta family.  Not complete But with some of us. Love ya all!  #Holidays2013 #Christmas2013 #travel2013 #winter2013 #USA @greenapple77 @urbangoutfitters @annafermin,AMERICA
1148,. #spoiledgf #Holidays2013 #latepost #travel2013 #USA #Christmas2013,AMERICA
1149,Baking #Christmas cookies! #latepost #Holidays2013 #travel2013 #RyanandMaricar #USA,AMERICA
1151,Christmas village. #travel2013 #Bountiful #Utah #USA #wanderlust #Holidays2013 #Christmas2013,AMERICA
1167,Going through withdrawal. I dont even know what real life is anymore. But I miss South America. #cusco #cuzco #streetsofcusco #pictureperfect #peru #southamerica #seeperu #travelabroad #travel #travel2013 #traveler #travelperu #travelsouthamerica,AMERICA
1178,And then i saw Allen! #hangover #fremont #lasvegas2013 #ustrip2013 #christmasvacation #holiday #vegasstrip #travel2013 #vacation,AMERICA
1179,Nagpakyot na si kuya o! #lasvegas2013 #fremont #morejackcoke #ustrip2013  #christmasvacation2013  #holidays  #holidayvacation #travel2013  #vacation,AMERICA
1188,At sisters work Christmas party with mama.  #latepost #Christmas2013 #Holidays2013 #Chicago #travel2013 #wanderlust @greenapple77,AMERICA
1189,Skyline #Chicago. #travel2013 #wanderlust #USA #familygoodtimes #latepost,AMERICA
1190,It really IS the most wonderful time of the year when youre with family.  #familygoodtimes #travel2013 #Chicago #USA #wanderlust #Holidays2013,AMERICA
1194,So festive in #saltlakecity. #travel2013 #Utah #USA #wanderlust #beyondblessed #RyanandMaricar #life #journey,AMERICA
1195,Temple Square in #saltlakecity. #travel2013 #USA #familygoodtimes #wanderlust #beyondblessed #RyanandMaricar,AMERICA
1196,Cathedral of Madeleine.  A national Historic site of #Utah. #saltlakecity #travel2013 #USA #familygoodtimes #wanderlust,AMERICA
1197,Met up with old workmate in the  #Philippines . @zaniyahraya #travel2013 #lasvegas #USA #journey,AMERICA
1198,Peter Lik Gallery. #Caesarspalace #lasvegas #travel2013 #USA #wanderlust #beyondblessed #familygoodtimes #RyanandMaricar,AMERICA
1200,Sisters.  @greenapple77 #familygoodtimes #travel2013 #lasvegas #USA #wanderlust,AMERICA
1205,Its been an awesome year of travel! Thank you Lord for all the blessings and for such a wonderful 2013. Looking forward to a better year ahead!  #blessed #travel2013 #goodlife #phuket #seoul #sydney #shanghai #sanfrancisco #chicago #orlando #losangeles #atlanta #clark #boracay #zurich #ischgl #oslo #roros #stockholm,AMERICA
1213,Winter in Venice.  #lasvegas #travel2013 #USA #familygoodtimes #vacation #beyondblessed,AMERICA
1215,2013 Travel Destination: New York City #nyc #newyork #travel #travel2013,AMERICA
1216,There is always something to see roaming around and getting lost in quirky Las Vegas strip!  #travel2013 #lasvegas #USA #familygoodtimes #vacation #wanderlust,AMERICA
1217,Clip from LA Reve The Dream.  #lasvegas #travel2013 #USA #familygoodtimes #wanderlust #vacation,AMERICA
1218,LA REVE The Dream. the most beautiful show in Vegas.  Such great talents and artists. Definitely  a visual treat and great experience!  #travel2013 #lasvegas #USA #familygoodtimes #love #wanderlust #latepost @greenapple77,AMERICA
1219,Made it to a point we watch a show during our trip to Vegas. #lasvegas #USA #travel2013 #vacation #familygoodtimes #beyondblessed @greenapple77,AMERICA
1267,Caesars Palace.  #lasvegas #travel2013 #USA #wanderlust #familygoodtimes #latepost #vacation,AMERICA
1268,The Mirage.  #lasvegas #travel2013 #USA #wanderlust #beyondblessed #familygoodtimes #vacation,AMERICA
1269,Innovative vending solutions when you have shoe problems emergency footwear!  #travel2013 #lasvegas #USA #wanderlust #vacation #beyondblessed #latepost #familygoodtimes,AMERICA
1270,A girl should be two things: Classy and Fabulous.  Coco Chanel. #travel2013 #lasvegas #Wynn #vacation,AMERICA
1271,Good Morning Las Vegas!  #Wynn #travel2013 #familygoodtimes #vacation #beyondblessed #wanderlust,AMERICA
1272,Go where life takes you. #oneforone #cordones #TOMS #travel2013 #lasvegas #tomstwinsies #sisterlove #beyondblessed #vacation #familygoodtimes,AMERICA
1273,#Wynn #lasvegas #travel2013 #USA #vacation #beyondblessed #wanderlust #familygoodtimes #latepost,AMERICA
1274,The Wynn is so pretty!  #nofilters needed. #lasvegas #USA #travel2013 #familygoodtimes #vacation #beyondblessed #wanderlust,AMERICA
1275,Tulips sculpture by Jeff Koons blooms at Wynn!  #travel2013 #lasvegas #USA #wanderlust #beyondblessed #familygoodtimes #vacation,AMERICA
1276,Day 3 Vegas. #travel2013 #latepost #vacation #USA #wanderlust #beyondblessed #familygoodtimes #RyanandMaricar,AMERICA
1278,Fat Tuesday. #travel2013 #USA #lasvegas #vacation #familygoodtimes #beyondblessed #wanderlust,AMERICA
1279,Wax Museum.  #lasvegas #travel2013 #USA #wanderlust #familygoodtimes #love #RyanandMaricar #beyondblessed #vacation,AMERICA
